Temperature_C,Humidity_%,Wind_Speed_kmh,Pressure_hPa,Cloud_Cover_%,Precipitation_mm,Rain_Today
21.236203565420873,42.959305018703375,13.085284186795299,1013.6351497104449,57.19958782835928,7.872710405548842,No
38.52142919229749,67.93306631648507,12.348939953599992,1019.8340698595687,80.54323292999864,9.468713187500429,Yes
31.959818254342153,91.10620851134857,45.312729026051834,992.523394939625,76.01609297901591,17.090947864043606,Yes
27.959754525911098,81.25574204866928,12.477309992475305,1011.24370498035,15.389990469377368,6.800087721197842,Yes
14.680559213273096,86.45928035030148,13.59748630643155,1008.5872991571874,14.92494697414739,17.392993696243426,Yes
14.67983561008608,76.11483566975022,37.969913120898184,1021.6415188394136,26.817436774491334,1.7626886195338298,No
11.742508365045984,78.45935951624966,22.486992122527,1025.304353024063,36.10747263410372,15.535968744172614,Yes
35.98528437324806,89.44369560957236,38.83552784775906,980.6078385738693,40.84555814084826,16.95095266109473,Yes
28.033450352296263,47.47676062014301,3.268307878219262,1013.7009959529396,67.96972168333453,3.636353056746775,No
31.242177333881365,64.25974745501983,24.378559683669216,982.5917899559864,5.66804321658354,8.60693064744401,Yes
10.617534828874074,45.484660927372154,1.6806800091641316,1007.4429332538677,3.4672704226066386,3.3099954932731124,No
39.097295564859834,99.13676055976529,3.132660172767726,994.3816364521839,39.191056294390904,14.132082579884354,Yes
34.97327922401266,96.08415377806293,45.321872667220546,995.338829976107,69.71636921379805,10.706955361233135,Yes
16.370173320348286,32.759876795795414,6.962268555879758,997.6479251726179,19.343534295648258,12.706466934166421,No
15.454749016213018,79.3902620760982,26.621034113760857,1011.0646224524805,64.15044812562518,3.929739339124223,Yes
15.502135295603015,94.7673822190966,20.554780130035326,996.7024982834384,25.982813794029948,4.23491724104839,Yes
19.127267288786133,42.64027415891334,17.367166312942135,1016.6349525295141,88.60861088135164,0.8299465101981274,No
25.742692948967136,69.75616613868407,44.99166728436362,1000.2263692786935,89.56899442666165,6.441350703914594,Yes
22.958350559263472,94.08418083116293,1.091169838774475,983.417660015498,29.72872042813265,11.1948932266735,Yes
18.736874205941255,32.37621850100592,33.189484308779456,1019.1879921242054,22.99937539632405,17.158698279946577,No
28.355586841671386,78.8194187072788,48.16972171067752,994.2879162296354,41.13039720662313,13.338548949173614,Yes
14.184815819561255,50.81443051607855,28.008409173092097,1001.6383439799631,24.05315851801487,8.707926467995028,No
18.764339456056547,94.70773367635712,46.84112310165459,1014.2721941610951,67.23838432917036,19.062402287882755,Yes
20.99085529881075,97.97407716157575,2.6128939643011884,996.6228078574356,82.60646845482856,14.384904011516637,Yes
23.682099526511077,96.09865423794038,20.93966595370807,982.8292828073357,67.3092130911217,18.603304057251002,Yes
33.55527884179041,63.194995166022466,13.007889548102558,998.6960523506407,82.43504472493495,10.551759465443313,Yes
15.990213464750791,90.34298556925194,36.54104824903649,1027.2224291347152,39.69921622074742,5.178085495862792,Yes
25.42703315240835,89.11845789745493,49.064854524862334,1012.0867198649279,15.631697070886085,1.0565337272944397,No
27.772437065861276,52.337033127027894,12.82650312221239,1013.5739574333603,73.79509473975922,14.52169702967701,No
11.393512381599932,88.02408319054742,32.70873007370373,1011.614107681882,36.047450514155386,2.4260599601106825,Yes
28.22634555704315,32.59053443008448,9.904881637987007,989.9496069479718,67.12708252291326,6.055502565439344,No
15.115723710618745,71.73889149374372,28.266512728580494,1000.916693205114,27.064394198176565,10.649418157677948,Yes
11.951547789558386,46.100618610139215,23.19662433441681,1017.5469899181659,8.122963480667266,11.288331755594953,No
38.466566117599996,38.43968200440952,48.60026648157685,985.0686448776579,99.25817954877634,12.011663939742721,No
38.96896099223678,35.38672411404464,30.42636363482333,993.8926388044856,15.620150793059928,3.3251066069940127,No
34.25192044349383,78.74021431146979,17.475318604340938,993.8159554232927,98.8420993963481,7.5947480964329745,Yes
19.13841307520112,53.791247463764634,5.704789244396668,1001.6009463797253,97.72799325664472,12.343884542339334,No
12.930163420191516,80.73367400701329,7.562341436746728,1029.0184370471093,79.38181039080396,19.396377292675695,Yes
30.526990795364707,34.574943855925966,11.265846497561755,983.3751273341911,65.94229620819976,14.552622753993774,No
23.20457481218804,52.07032364814272,12.5483330670149,1005.9350497190297,57.78070502510847,18.452075141879156,No
13.661147045343364,67.7643904662736,42.53080289205689,988.9682341006105,86.61015453778347,15.24424116628354,Yes
24.855307303338105,85.35062153872744,28.061139414126245,1028.533827270487,28.943952161948793,11.834339377848009,Yes
11.031655633456552,52.312675205244894,26.169545568718323,985.6651752363732,46.7681212484877,3.840467382726891,No
37.27961206236346,73.81239635059063,5.7384435934608735,1000.1800501180795,61.93899693665019,13.333713037850261,Yes
17.763399448000506,92.0184423765331,43.00698466747175,1016.8942492417303,41.11904758694911,12.467591319198142,Yes
29.87566853061946,73.11042317276133,36.140715160424186,1015.2277214013723,42.7486454090268,12.049383409145328,Yes
19.35133228268233,46.30716323275436,3.383418095000079,1001.1364318446966,33.02846675020844,9.795717359764815,No
25.602040635334326,31.70805470895766,35.39175486148844,997.3262083976359,56.4231816684536,10.573132079785513,No
26.40130838029839,90.90692117306509,27.176910867132303,999.8806189276436,85.0574528015116,6.688850542362081,Yes
